Contract_Account_No,Customer,House_Number,Address,Meter_Number,Datetime_PST,Meter_kWh_Total,Transformer_ID,Structure_ID,Transformer_kWh_Total
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,12May2024:21:00:00.00,0.02,26730050,7557,12
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,12May2024:22:00:00.02,0.02,26730050,7557,10.07
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,12May2024:22:59:59.97,0.02,26730050,7557,6.85
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:00:00:00.00,0.02,26730050,7557,4.96
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:01:00:00.02,0.02,26730050,7557,5.22
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:01:59:59.97,0.02,26730050,7557,4.78
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:03:00:00.00,0.02,26730050,7557,4.25
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:04:00:00.02,0.02,26730050,7557,4.12
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:04:59:59.97,0.02,26730050,7557,5.58
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:06:00:00.00,0.01,26730050,7557,5.61
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:07:00:00.02,0,26730050,7557,5.57
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:07:59:59.97,0,26730050,7557,5.96
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:09:00:00.00,0,26730050,7557,6.81
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:10:00:00.02,0,26730050,7557,7.42
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:10:59:59.97,0,26730050,7557,9.26
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:12:00:00.00,0,26730050,7557,6.92
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:13:00:00.02,0,26730050,7557,8.21
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:13:59:59.97,0,26730050,7557,7.25
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:15:00:00.00,0,26730050,7557,8.53
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:16:00:00.02,0,26730050,7557,14.13
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:16:59:59.97,0,26730050,7557,12.75
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:18:00:00.00,0,26730050,7557,10.95
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:19:00:00.02,0,26730050,7557,11.51
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:19:59:59.97,0.01,26730050,7557,10.14
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:21:00:00.00,0.02,26730050,7557,7.73
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:22:00:00.02,0.02,26730050,7557,6.78
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,13May2024:22:59:59.97,0.02,26730050,7557,5.9
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:00:00:00.00,0.02,26730050,7557,5.68
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:01:00:00.02,0.02,26730050,7557,4.83
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:01:59:59.97,0.02,26730050,7557,4.23
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:03:00:00.00,0.02,26730050,7557,4.07
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:04:00:00.02,0.02,26730050,7557,4.26
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:04:59:59.97,0.02,26730050,7557,5.41
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:06:00:00.00,0.01,26730050,7557,4.7
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:07:00:00.02,0,26730050,7557,6.18
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:07:59:59.97,0,26730050,7557,5.37
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:09:00:00.00,0,26730050,7557,5.97
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:10:00:00.02,0,26730050,7557,6.12
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:10:59:59.97,0,26730050,7557,9.16
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:12:00:00.00,0,26730050,7557,7.71
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:13:00:00.02,0,26730050,7557,7.81
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:13:59:59.97,0,26730050,7557,5.82
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:15:00:00.00,0,26730050,7557,6.13
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:16:00:00.02,0,26730050,7557,12.89
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:16:59:59.97,0,26730050,7557,14.92
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:18:00:00.00,0,26730050,7557,9.92
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:19:00:00.02,0,26730050,7557,7.53
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:19:59:59.97,0.01,26730050,7557,9.06
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:21:00:00.00,0.02,26730050,7557,8.97
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:22:00:00.02,0.02,26730050,7557,7.16
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,14May2024:22:59:59.97,0.02,26730050,7557,5.64
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:00:00:00.00,0.02,26730050,7557,4.77
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:01:00:00.02,0.02,26730050,7557,4.94
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:01:59:59.97,0.02,26730050,7557,4.27
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:03:00:00.00,0.02,26730050,7557,4.26
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:04:00:00.02,0.02,26730050,7557,4.22
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:04:59:59.97,0.02,26730050,7557,5.03
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:06:00:00.00,0.01,26730050,7557,5.81
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:07:00:00.02,0,26730050,7557,5.83
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:07:59:59.97,0,26730050,7557,6.81
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:09:00:00.00,0,26730050,7557,6.76
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:10:00:00.02,0,26730050,7557,6.1
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:10:59:59.97,0,26730050,7557,8.09
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:12:00:00.00,0,26730050,7557,4.99
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:13:00:00.02,0,26730050,7557,5.16
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:13:59:59.97,0,26730050,7557,5.24
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:15:00:00.00,0,26730050,7557,7.02
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:16:00:00.02,0,26730050,7557,6.81
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:16:59:59.97,0,26730050,7557,8.55
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:18:00:00.00,0,26730050,7557,9.25
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:19:00:00.02,0,26730050,7557,7.13
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:19:59:59.97,0.02,26730050,7557,7.55
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:21:00:00.00,0.02,26730050,7557,6.32
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:22:00:00.02,0.02,26730050,7557,6.25
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,15May2024:22:59:59.97,0.02,26730050,7557,5.17
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:00:00:00.00,0.02,26730050,7557,4.83
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:01:00:00.02,0.02,26730050,7557,4.88
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:01:59:59.97,0.02,26730050,7557,4.09
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:03:00:00.00,0.02,26730050,7557,4.34
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:04:00:00.02,0.02,26730050,7557,4.69
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:04:59:59.97,0.02,26730050,7557,5.03
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:06:00:00.00,0.02,26730050,7557,5.95
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:07:00:00.02,0.01,26730050,7557,6.99
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:07:59:59.97,0,26730050,7557,7.12
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:09:00:00.00,0,26730050,7557,6.42
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:10:00:00.02,0,26730050,7557,6.69
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:10:59:59.97,0,26730050,7557,9.29
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:12:00:00.00,0,26730050,7557,11.4
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:13:00:00.02,0,26730050,7557,11.25
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:13:59:59.97,0,26730050,7557,7.25
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:15:00:00.00,0,26730050,7557,9.53
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:16:00:00.02,0,26730050,7557,13.55
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:16:59:59.97,0,26730050,7557,15.74
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:18:00:00.00,0,26730050,7557,13.01
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:19:00:00.02,0,26730050,7557,12.9
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:19:59:59.97,0.02,26730050,7557,9.73
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:21:00:00.00,0.02,26730050,7557,8.12
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:22:00:00.02,0.02,26730050,7557,6.99
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,16May2024:22:59:59.97,0.02,26730050,7557,7.35
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:00:00:00.00,0.02,26730050,7557,6.12
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:01:00:00.02,0.02,26730050,7557,4.68
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:01:59:59.97,0.02,26730050,7557,4.36
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:03:00:00.00,0.02,26730050,7557,4.17
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:04:00:00.02,0.02,26730050,7557,4.67
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:04:59:59.97,0.02,26730050,7557,5.2
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:06:00:00.00,0.01,26730050,7557,5.75
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:07:00:00.02,0,26730050,7557,5.23
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:07:59:59.97,0,26730050,7557,7.82
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:09:00:00.00,0,26730050,7557,0.11
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:10:00:00.02,0,26730050,7557,0
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:10:59:59.97,0,26730050,7557,0
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:12:00:00.00,0,26730050,7557,0
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:13:00:00.02,0,26730050,7557,0
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:13:59:59.97,0,26730050,7557,0
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:15:00:00.00,0,26730050,7557,0
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:16:00:00.02,0,26730050,7557,0
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:16:59:59.97,0,26730050,7557,0
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:18:00:00.00,0,26730050,7557,0
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:19:00:00.02,0,26730050,7557,0
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:19:59:59.97,0.02,26730050,7557,7.09
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:21:00:00.00,0.02,26730050,7557,12.25
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:22:00:00.02,0.02,26730050,7557,10.55
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,17May2024:22:59:59.97,0.02,26730050,7557,5.43
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:00:00:00.00,0.02,26730050,7557,5.38
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:01:00:00.02,0.02,26730050,7557,5.64
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:01:59:59.97,0.02,26730050,7557,4.98
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:03:00:00.00,0.02,26730050,7557,4.11
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:04:00:00.02,0.02,26730050,7557,4.55
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:04:59:59.97,0.02,26730050,7557,4.49
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:06:00:00.00,0.02,26730050,7557,8.86
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:07:00:00.02,0,26730050,7557,10.5
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:07:59:59.97,0,26730050,7557,9.96
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:09:00:00.00,0,26730050,7557,14.85
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:10:00:00.02,0,26730050,7557,10.24
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:10:59:59.97,0,26730050,7557,8.26
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:12:00:00.00,0,26730050,7557,8.36
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:13:00:00.02,0,26730050,7557,9.01
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:13:59:59.97,0,26730050,7557,9.67
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:15:00:00.00,0.01,26730050,7557,13.53
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:16:00:00.02,0,26730050,7557,11.79
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:16:59:59.97,0,26730050,7557,9.76
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:18:00:00.00,0,26730050,7557,8.16
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:19:00:00.02,0,26730050,7557,7.75
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:19:59:59.97,0.01,26730050,7557,7.02
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:21:00:00.00,0.02,26730050,7557,6.68
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:22:00:00.02,0.02,26730050,7557,6.54
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,18May2024:22:59:59.97,0.02,26730050,7557,4.83
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:00:00:00.00,0.02,26730050,7557,4.63
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:01:00:00.02,0.02,26730050,7557,4.14
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:01:59:59.97,0.02,26730050,7557,3.69
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:03:00:00.00,0.02,26730050,7557,3.52
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:04:00:00.02,0.02,26730050,7557,3.9
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:04:59:59.97,0.02,26730050,7557,3.51
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:06:00:00.00,0.01,26730050,7557,5.2
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:07:00:00.02,0,26730050,7557,4.75
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:07:59:59.97,0,26730050,7557,6.6
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:09:00:00.00,0,26730050,7557,6.38
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:10:00:00.02,0,26730050,7557,9.13
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:10:59:59.97,0,26730050,7557,8.06
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:12:00:00.00,0,26730050,7557,5.64
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:13:00:00.02,0,26730050,7557,6.18
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:13:59:59.97,0,26730050,7557,11.68
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:15:00:00.00,0,26730050,7557,5.99
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:16:00:00.02,0,26730050,7557,10.82
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:16:59:59.97,0,26730050,7557,15.49
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:18:00:00.00,0,26730050,7557,9.13
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:19:00:00.02,0,26730050,7557,11.33
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:19:59:59.97,0.01,26730050,7557,9.58
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:21:00:00.00,0.02,26730050,7557,6.84
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:22:00:00.02,0.02,26730050,7557,4.47
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,19May2024:22:59:59.97,0.02,26730050,7557,4.76
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,20May2024:00:00:00.00,0.02,26730050,7557,5.28
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,20May2024:01:00:00.02,0.02,26730050,7557,4.43
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,20May2024:01:59:59.97,0.02,26730050,7557,3.83
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,20May2024:03:00:00.00,0.02,26730050,7557,3.87
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,20May2024:04:00:00.02,0.02,26730050,7557,4
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,20May2024:04:59:59.97,0.02,26730050,7557,4.54
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,20May2024:06:00:00.00,0,26730050,7557,4.81
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,20May2024:07:00:00.02,0,26730050,7557,5.43
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,20May2024:07:59:59.97,0,26730050,7557,6.5
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,20May2024:09:00:00.00,0,26730050,7557,6.77
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,20May2024:10:00:00.02,0,26730050,7557,7.78
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,20May2024:10:59:59.97,0,26730050,7557,9.51
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,20May2024:12:00:00.00,0,26730050,7557,6.9
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,20May2024:13:00:00.02,0,26730050,7557,9.27
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,20May2024:13:59:59.97,0,26730050,7557,8.81
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,20May2024:15:00:00.00,0,26730050,7557,9.82
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,20May2024:16:00:00.02,0,26730050,7557,16.2
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,20May2024:16:59:59.97,0,26730050,7557,10.86
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,20May2024:18:00:00.00,0,26730050,7557,7.43
11873318012,STRATA PLAN NW 2040 THE OWNERS,9125,RIDGEMOOR PL,4173434,20May2024:19:00:00.02,0,26730050,7557,8.66
